snapshot_count,link_A_capacity,link_A_usage_current_value,link_A_usage_rate,link_B_capacity,link_B_usage_current_value,link_B_usage_rate,link_C_capacity,link_C_usage_current_value,link_C_usage_rate,link_D_capacity,link_D_usage_current_value,link_D_usage_rate,link_E_capacity,link_E_usage_current_value,link_E_usage_rate,link_F_capacity,link_F_usage_current_value,link_F_usage_rate
310,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
311,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
312,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
313,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
314,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
315,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
316,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
317,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
318,10000000.0,16741724820.0,1674.172482,10000000.0,0.0,0.0,10000000.0,16741707380.0,1674.170738,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,4437152.0,0.4437152
319,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
320,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
321,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
322,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
323,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
324,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
325,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
326,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
327,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
328,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
329,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
330,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
331,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
332,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
333,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
334,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
335,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
336,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
337,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
338,10000000.0,10334199907.0,1033.4199907,10000000.0,0.0,0.0,10000000.0,10334210815.0,1033.4210815,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,2736236.0,0.2736236
339,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
340,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
341,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
342,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
343,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
344,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
345,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
346,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
347,10000000.0,27181522044.0,2718.1522044,10000000.0,0.0,0.0,10000000.0,27181521082.0,2718.1521082,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7202818.0,0.7202818
348,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
349,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
350,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
351,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
352,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
353,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
354,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
355,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
356,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
357,10000000.0,5478628375.0,547.8628375,10000000.0,0.0,0.0,10000000.0,5478627113.0,547.8627113,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,1451993.0,0.1451993
358,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
359,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
360,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
361,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
362,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
363,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
364,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
365,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
366,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
367,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0
368,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
369,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
370,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
371,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
372,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
373,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
374,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
375,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
376,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
377,10000000.0,21141524158.0,2114.1524158,10000000.0,0.0,0.0,10000000.0,21141506856.0,2114.1506856,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,5600821.0,0.5600821
378,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
379,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
380,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
381,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
382,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
383,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
384,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
385,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
386,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
387,10000000.0,27060849301.0,2706.0849301,10000000.0,0.0,0.0,10000000.0,27060843290.0,2706.084329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7171332.0,0.7171332
388,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
389,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
390,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
391,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
392,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
393,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
394,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
395,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
396,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
397,10000000.0,27630138807.0,2763.0138807,10000000.0,0.0,0.0,10000000.0,27630147951.0,2763.0147951,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7322455.0,0.7322455
398,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
399,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
400,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
401,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
402,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
403,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
404,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
405,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
406,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
407,10000000.0,10165876948.0,1016.5876948,10000000.0,0.0,0.0,10000000.0,10165864041.0,1016.5864041,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,2693732.0,0.2693732
408,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
409,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
410,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
411,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
412,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
413,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
414,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
415,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
416,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
417,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,60.0,6e-06,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,0.0,0.0
418,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
419,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
420,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
421,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
422,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
423,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
424,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
425,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
426,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
427,10000000.0,17287437113.0,1728.7437113,10000000.0,0.0,0.0,10000000.0,17287436006.0,1728.7436006,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,4580455.0,0.4580455
428,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
429,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
430,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
431,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
432,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
433,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
434,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
435,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
436,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
437,10000000.0,27355255800.0,2735.52558,10000000.0,0.0,0.0,10000000.0,27355250329.0,2735.5250329,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7249455.0,0.7249455
438,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
439,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
440,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
441,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
442,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
443,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
444,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
445,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
446,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
447,10000000.0,26923980015.0,2692.3980015,10000000.0,0.0,0.0,10000000.0,26923980395.0,2692.3980395,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7135197.0,0.7135197
