snapshot_count,link_A_capacity,link_A_usage_current_value,link_A_usage_rate,link_B_capacity,link_B_usage_current_value,link_B_usage_rate,link_C_capacity,link_C_usage_current_value,link_C_usage_rate,link_D_capacity,link_D_usage_current_value,link_D_usage_rate,link_E_capacity,link_E_usage_current_value,link_E_usage_rate,link_F_capacity,link_F_usage_current_value,link_F_usage_rate
710,10000000.0,27162649242.0,2716.2649242,10000000.0,0.0,0.0,10000000.0,27162647310.0,2716.264731,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7197484.0,0.7197484
711,10000000.0,27162649242.0,2716.2649242,10000000.0,0.0,0.0,10000000.0,27162647310.0,2716.264731,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7197484.0,0.7197484
712,10000000.0,27162649242.0,2716.2649242,10000000.0,0.0,0.0,10000000.0,27162647310.0,2716.264731,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7197484.0,0.7197484
713,10000000.0,27162649242.0,2716.2649242,10000000.0,0.0,0.0,10000000.0,27162647310.0,2716.264731,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7197484.0,0.7197484
714,10000000.0,27162649242.0,2716.2649242,10000000.0,0.0,0.0,10000000.0,27162647310.0,2716.264731,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7197484.0,0.7197484
715,10000000.0,27162649242.0,2716.2649242,10000000.0,0.0,0.0,10000000.0,27162647310.0,2716.264731,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7197484.0,0.7197484
716,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
717,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
718,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
719,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
720,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
721,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
722,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
723,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
724,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
725,10000000.0,27324364390.0,2732.436439,10000000.0,0.0,0.0,10000000.0,27324352536.0,2732.4352536,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7239209.0,0.7239209
726,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
727,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
728,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
729,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
730,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
731,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
732,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
733,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
734,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
735,10000000.0,27281912608.0,2728.1912608,10000000.0,0.0,0.0,10000000.0,27281888906.0,2728.1888906,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7229793.0,0.7229793
736,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
737,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
738,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
739,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
740,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
741,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
742,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
743,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
744,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
745,10000000.0,27575324115.0,2757.5324115,10000000.0,0.0,0.0,10000000.0,27575339232.0,2757.5339232,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7307325.0,0.7307325
746,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
747,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
748,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
749,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
750,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
751,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
752,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
753,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
754,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
755,10000000.0,27269578778.0,2726.9578778,10000000.0,0.0,0.0,10000000.0,27269575879.0,2726.9575879,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7225915.0,0.7225915
756,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
757,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
758,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
759,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
760,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
761,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
762,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
763,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
764,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
765,10000000.0,27292820117.0,2729.2820117,10000000.0,0.0,0.0,10000000.0,27292814007.0,2729.2814007,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7232318.0,0.7232318
766,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
767,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
768,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
769,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
770,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
771,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
772,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
773,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
774,10000000.0,27392272222.0,2739.2272222,10000000.0,0.0,0.0,10000000.0,27392250090.0,2739.225009,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7259077.0,0.7259077
775,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
776,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
777,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
778,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
779,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
780,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
781,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
782,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
783,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
784,10000000.0,27223269674.0,2722.3269674,10000000.0,0.0,0.0,10000000.0,27223290171.0,2722.3290171,10000000.0,94.0,9.4e-06,10000000.0,0.0,0.0,10000000.0,7214882.0,0.7214882
785,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
786,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
787,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
788,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
789,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
790,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
791,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
792,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
793,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
794,10000000.0,27344817484.0,2734.4817484,10000000.0,0.0,0.0,10000000.0,27344800964.0,2734.4800964,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7246345.0,0.7246345
795,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
796,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
797,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
798,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
799,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
800,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
801,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
802,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
803,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
804,10000000.0,27470659548.0,2747.0659548,10000000.0,0.0,0.0,10000000.0,27470664086.0,2747.0664086,10000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,7279092.0,0.7279092
805,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
806,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
807,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
808,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
809,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
810,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
811,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
812,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
813,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
814,10000000.0,26950524069.0,2695.0524069,10000000.0,0.0,0.0,10000000.0,26950506796.0,2695.0506796,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7141646.0,0.7141646
815,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
816,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
817,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
818,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
819,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
820,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
821,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
822,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
823,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
824,10000000.0,27399698066.0,2739.9698066,10000000.0,0.0,0.0,10000000.0,27399685072.0,2739.9685072,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7260602.0,0.7260602
825,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
826,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
827,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
828,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
829,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
830,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
831,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
832,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
833,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
834,10000000.0,27389879764.0,2738.9879764,10000000.0,0.0,0.0,10000000.0,27389899202.0,2738.9899202,10000000.0,34.0,3.4e-06,10000000.0,0.0,0.0,10000000.0,7258375.0,0.7258375
835,10000000.0,27166523363.0,2716.6523363,10000000.0,0.0,0.0,10000000.0,27166523347.0,2716.6523347,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7197932.0,0.7197932
836,10000000.0,27166523363.0,2716.6523363,10000000.0,0.0,0.0,10000000.0,27166523347.0,2716.6523347,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7197932.0,0.7197932
837,10000000.0,27166523363.0,2716.6523363,10000000.0,0.0,0.0,10000000.0,27166523347.0,2716.6523347,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7197932.0,0.7197932
838,10000000.0,27166523363.0,2716.6523363,10000000.0,0.0,0.0,10000000.0,27166523347.0,2716.6523347,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7197932.0,0.7197932
839,10000000.0,27166523363.0,2716.6523363,10000000.0,0.0,0.0,10000000.0,27166523347.0,2716.6523347,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7197932.0,0.7197932
840,10000000.0,27166523363.0,2716.6523363,10000000.0,0.0,0.0,10000000.0,27166523347.0,2716.6523347,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7197932.0,0.7197932
841,10000000.0,27166523363.0,2716.6523363,10000000.0,0.0,0.0,10000000.0,27166523347.0,2716.6523347,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7197932.0,0.7197932
842,10000000.0,27166523363.0,2716.6523363,10000000.0,0.0,0.0,10000000.0,27166523347.0,2716.6523347,10000000.0,60.0,6e-06,10000000.0,0.0,0.0,10000000.0,7197932.0,0.7197932
